1640693962.008711;08.02.2022
1640694001.840116;08.02.2022
1640694041.964823;08.02.2022
1640694083.6695828;08.02.2022
1640694122.4756014;08.02.2022
1640694162.156413;08.02.2022
1640694202.1332762;08.02.2022
1640694241.7298968;08.02.2022
1640694281.8616557;08.02.2022
1640694322.0894024;08.02.2022
1640694363.6339812;08.02.2022
1640694403.2210891;08.02.2022
1640694441.7542777;08.02.2022
1640694482.053071;08.02.2022
1640694522.2156403;08.02.2022
1640694562.0301695;08.02.2022
1640694602.086919;08.02.2022
1640694642.0268645;08.02.2022
1640694682.2568085;08.02.2022
1640694966.1133583;29.12.2021
1640695006.387773;29.12.2021
1640695042.4848878;29.12.2021
1640695082.5002842;29.12.2021
1640695122.3001454;29.12.2021
1640695162.497493;29.12.2021
1640695202.2809;29.12.2021
1640695242.606328;29.12.2021
1640695286.0305054;08.02.2022
1640695323.8140376;08.02.2022
1640695362.336273;08.02.2022
1640695402.1252596;08.02.2022
1640695463.1930327;08.02.2022
1640695559.0950856;08.02.2022
1640695633.0171094;08.02.2022
1640695656.920413;08.02.2022
1640695701.7145193;08.02.2022
1640695735.385166;08.02.2022
1640695775.4834259;08.02.2022
1640695815.7326262;08.02.2022
1640695855.810123;08.02.2022
1640695956.6181233;14.01.2022
1640695978.7511215;14.01.2022
1640696015.32579;14.01.2022
1640696055.5327315;14.01.2022
1640696092.3533888;14.01.2022
1640696130.488555;14.01.2022
1640696171.52442;14.01.2022
1640696214.3643696;28.01.2022
1640696252.2958064;28.01.2022
1640696291.4132664;28.01.2022
1640696331.4422095;28.01.2022
1640696372.1248598;28.01.2022
1640696415.0524602;28.01.2022
1640696496.0228555;28.01.2022
1640696517.3358076;08.02.2022
1640696567.9988947;08.02.2022
1640696597.5606706;08.02.2022
1640696640.0687494;08.02.2022
1640696676.7369354;08.02.2022
1640696710.359659;08.02.2022
1640696862.233252;09.02.2022
1640696880.4341204;09.02.2022
1640696917.1973307;09.02.2022
1640696956.1649384;09.02.2022
1640696997.6129544;09.02.2022
1640697080.2648547;09.02.2022
1640697119.849291;09.02.2022
1640697171.164298;09.02.2022
1640697207.7165868;09.02.2022
1640697327.8744152;09.02.2022
1640697345.3084435;09.02.2022
1640697388.3256233;09.02.2022
1640697432.1307354;09.02.2022
1640697463.5388682;09.02.2022
1640697503.108413;09.02.2022
1640697542.0048943;09.02.2022
1640697582.3237388;09.02.2022
1640697623.2008033;09.02.2022
1640697661.8333187;09.02.2022
1640697703.879516;09.02.2022
1640697742.5111873;09.02.2022
1640697784.0391312;09.02.2022
1640697823.373739;09.02.2022
1640697866.6926446;09.02.2022
1640697903.824704;09.02.2022
1640697944.9501028;09.02.2022
1640697993.3610904;25.01.2022
1640698024.4044628;25.01.2022
1640698066.9909039;25.01.2022
1640698104.4993496;25.01.2022
1640698142.4111748;25.01.2022
1640698181.9748306;25.01.2022
1640698222.779009;25.01.2022
1640698263.4780793;25.01.2022
1640698374.3699164;25.01.2022
1640698389.8619153;25.01.2022
1640698428.5297775;25.01.2022
1640698468.5224411;25.01.2022
1640698508.1354408;25.01.2022
1640698548.267611;25.01.2022
1640698591.4275286;05.02.2022
1640698630.3743556;05.02.2022
1640698668.129521;05.02.2022
1640698708.077885;05.02.2022
1640698748.4885361;05.02.2022
1640698788.0216093;05.02.2022
1640698828.018763;05.02.2022
1640699192.5159216;09.02.2022
1640699229.3946319;09.02.2022
1640699269.945525;09.02.2022
1640699308.999453;09.02.2022
1640699351.8052285;09.02.2022
1640699514.0453775;18.01.2022
1640699551.1100597;18.01.2022
1640699637.0576217;18.01.2022
1640699672.377631;18.01.2022
1640699715.0546274;18.01.2022
1640699784.04862;09.02.2022
1640699811.6838078;09.02.2022
1640699923.9288366;09.02.2022
1640699940.472544;09.02.2022
1640699978.6368783;09.02.2022
1640700028.6380146;09.02.2022
1640700060.0836523;04.02.2022
1640700098.734204;04.02.2022
1640700138.0301113;04.02.2022
1640700177.566592;04.02.2022
1640700217.7522876;04.02.2022
1640700258.0290124;04.02.2022
1640700297.615464;04.02.2022
1640700338.07749;04.02.2022
1640700384.53383;06.01.2022
1640700420.2165692;06.01.2022
1640700457.7315989;06.01.2022
1640700497.5605116;06.01.2022
1640700537.6469362;06.01.2022
1640700577.6927004;06.01.2022
1640700618.1123304;06.01.2022
1640700704.7774782;09.02.2022
1640700737.816568;09.02.2022
1640700777.7975347;09.02.2022
1640700817.739902;09.02.2022
1640700857.7728264;09.02.2022
1640700897.691217;09.02.2022
1640700937.597418;09.02.2022
1640700981.13646;03.01.2022
1640701018.3156588;03.01.2022
1640701057.9282362;03.01.2022
1640701097.7099853;03.01.2022
1640701137.7463953;03.01.2022
1640701177.6445773;03.01.2022
1640701217.7440329;03.01.2022
1640701259.922543;09.02.2022
1640701302.7278397;09.02.2022
1640701338.1565619;09.02.2022
1640701377.7365534;09.02.2022
1640701417.8259687;09.02.2022
1640701458.3167505;09.02.2022
1640701497.7936902;09.02.2022
1640701537.9339852;09.02.2022
1640701578.7629514;09.02.2022
1640701619.3060367;09.02.2022
1640701658.214129;09.02.2022
1640701698.5241175;09.02.2022
1640701738.6433313;09.02.2022
1640701778.5991004;09.02.2022
1640701818.1820703;09.02.2022
1640701858.0992591;09.02.2022
1640701898.1585507;09.02.2022
1640701939.4819577;09.02.2022
1640701978.3638668;09.02.2022
1640702018.156182;09.02.2022
1640702058.235889;09.02.2022
1640702098.368925;09.02.2022
1640702184.6196682;09.02.2022
1640702218.997359;09.02.2022
1640702258.098617;09.02.2022
1640702298.1505094;09.02.2022
1640702338.114705;09.02.2022
1640702378.622968;09.02.2022
1640702418.4020898;09.02.2022
1640702458.412739;09.02.2022
1640702500.9201088;09.02.2022
1640702538.739041;09.02.2022
1640702578.6192763;09.02.2022
1640702618.660613;09.02.2022
1640702658.473096;09.02.2022
1640702698.3400998;09.02.2022
1640702783.3980367;01.02.2022
1640702818.629137;01.02.2022
1640702858.3086042;01.02.2022
1640702898.2597692;01.02.2022
1640702938.7564788;01.02.2022
1640702978.3647025;01.02.2022
1640703018.5412385;01.02.2022
1640703058.8451533;01.02.2022
1640703103.8012037;28.01.2022
1640703140.5193307;28.01.2022
1640703178.4798086;28.01.2022
1640703218.2691855;28.01.2022
1640703258.4668498;28.01.2022
1640703298.4627972;28.01.2022
1640703338.317682;28.01.2022
1640703381.0016916;09.02.2022
1640703418.766411;09.02.2022
1640703458.1152196;09.02.2022
1640703498.6331444;09.02.2022
1640703538.3499284;09.02.2022
1640703578.2923276;09.02.2022
1640703618.3531723;09.02.2022
1640703658.5175486;09.02.2022
1640703698.2879953;09.02.2022
1640703738.6633995;09.02.2022
1640703778.2299776;09.02.2022
1640703818.4339387;09.02.2022
1640703858.6000438;09.02.2022
1640703898.5599787;09.02.2022
1640703938.3257222;09.02.2022
1640703979.1510155;09.02.2022
1640704021.270693;09.02.2022
1640704059.0298853;09.02.2022
1640704098.1679127;09.02.2022
1640704138.3857682;09.02.2022
1640704178.4505303;09.02.2022
1640704218.748267;09.02.2022
1640704341.3082244;09.02.2022
1640704378.549247;09.02.2022
1640704418.42624;09.02.2022
1640704458.6990762;09.02.2022
1640704498.5561414;09.02.2022
1640704538.6847134;09.02.2022
1640704582.4589207;04.02.2022
1640704619.2759957;04.02.2022
1640704658.4976778;04.02.2022
1640704698.3620431;04.02.2022
1640704738.5011811;04.02.2022
1640704778.567502;04.02.2022
1640704818.6780775;04.02.2022
1640704858.708947;04.02.2022
1640704898.6752875;04.02.2022
1640704940.251898;09.02.2022
1640704978.70531;09.02.2022
1640705018.6820745;09.02.2022
1640705058.6736398;09.02.2022
1640705098.7834587;09.02.2022
1640705138.9054558;09.02.2022
1640705221.9982264;09.02.2022
1640705258.5191853;09.02.2022
1640705299.0762725;09.02.2022
1640705338.927581;09.02.2022
1640705378.8301244;09.02.2022
1640705419.362823;09.02.2022
1640705458.9250004;09.02.2022
1640705498.8582215;09.02.2022
1640705539.3262203;09.02.2022
1640705578.8620868;09.02.2022
1640705618.9371672;09.02.2022
1640705658.9229238;09.02.2022
1640705698.6434255;09.02.2022
1640705738.7177153;09.02.2022
1640705779.9101164;09.02.2022
1640705820.8805125;09.02.2022
1640705858.6890228;09.02.2022
1640705898.6956534;09.02.2022
1640705938.612963;09.02.2022
1640705978.6194193;09.02.2022
1640706018.8195279;09.02.2022
1640706059.041011;09.02.2022
1640706110.8925235;09.02.2022
1640706145.0962844;09.02.2022
1640706178.8045535;09.02.2022
1640706218.97406;09.02.2022
1640706259.0088706;09.02.2022
1640706298.7859752;09.02.2022
1640706338.6678936;09.02.2022
1640706379.0480993;09.02.2022
1640706419.8937879;09.02.2022
1640706459.4622538;09.02.2022
1640706499.1777384;09.02.2022
1640706539.0542085;09.02.2022
1640706578.8281348;09.02.2022
1640706618.8389437;09.02.2022
1640706701.6960351;27.01.2022
1640706739.0548718;27.01.2022
1640706778.816762;27.01.2022
1640706819.2249112;27.01.2022
1640706859.1546614;27.01.2022
1640706899.194975;27.01.2022
1640706938.7505283;27.01.2022
1640706980.6033652;09.02.2022
1640707019.3258853;09.02.2022
1640707058.948998;09.02.2022
1640707098.928237;09.02.2022
1640707139.0573645;09.02.2022
1640707179.06603;09.02.2022
1640707219.1452851;09.02.2022
1640707301.7799788;18.01.2022
1640707339.1439564;18.01.2022
1640707379.3740528;18.01.2022
1640707419.0807855;18.01.2022
1640707459.0178194;18.01.2022
1640707499.2529886;18.01.2022
1640707538.9571154;18.01.2022
1640707580.1469612;20.01.2022
1640707619.4602292;20.01.2022
1640707659.149209;20.01.2022
1640707699.150323;20.01.2022
1640707739.0416887;20.01.2022
1640707779.204213;20.01.2022
1640707818.7955215;20.01.2022
1640707859.155043;20.01.2022
1640707899.1831052;20.01.2022
1640707939.0310748;20.01.2022
1640707979.1809082;20.01.2022
1640708019.1386936;20.01.2022
1640708059.377093;20.01.2022
1640708099.2542999;20.01.2022
1640708139.0588498;20.01.2022
1640708179.5605774;25.01.2022
1640708220.8330061;25.01.2022
1640708259.1899533;25.01.2022
1640708299.3706584;25.01.2022
1640708339.2745745;25.01.2022
1640708379.2678592;25.01.2022
1640708419.5358357;25.01.2022
1640708459.527833;25.01.2022
1640708501.0859098;01.02.2022
1640708539.2914863;01.02.2022
1640708579.3460238;01.02.2022
1640708619.2048671;01.02.2022
1640708659.4330704;01.02.2022
1640708699.592517;01.02.2022
1640708739.5854604;09.02.2022
1640708780.245123;09.02.2022
1640708819.8788953;09.02.2022
1640708859.3279111;09.02.2022
1640708899.6168838;09.02.2022
1640708939.5464344;09.02.2022
1640708979.390085;09.02.2022
1640709019.4059596;09.02.2022
1640709393.5289636;09.02.2022
1640709419.9425864;09.02.2022
1640709459.50429;09.02.2022
1640709499.7237701;09.02.2022
1640709539.2828977;09.02.2022
1640709579.2818868;09.02.2022
1640709619.6958666;09.02.2022
1640710022.3040712;09.02.2022
1640710061.1367426;09.02.2022
1640710099.467581;09.02.2022
1640710139.8110723;09.02.2022
1640710179.6700366;09.02.2022
1640710219.738406;09.02.2022
1640710303.29662;15.01.2022
1640710339.6418142;15.01.2022
1640710379.6915011;15.01.2022
1640710419.8420236;15.01.2022
1640710459.828917;15.01.2022
1640710499.8643515;15.01.2022
1640710539.6700702;15.01.2022
1640710583.0029728;05.02.2022
1640710620.3938825;05.02.2022
1640710659.869667;05.02.2022
1640710699.736067;05.02.2022
1640710739.9619098;05.02.2022
1640710779.7455082;05.02.2022
1640710819.8464065;05.02.2022
1640710860.8709497;06.01.2022
1640710900.5379674;06.01.2022
1640710940.0330138;06.01.2022
1640710980.2580183;06.01.2022
1640711020.0647297;06.01.2022
1640711059.8376637;06.01.2022
1640711099.975983;06.01.2022
1640711139.8628497;06.01.2022
1640711181.0175295;19.01.2022
1640711220.1885142;19.01.2022
1640711260.175977;19.01.2022
1640711299.7279007;19.01.2022
1640711339.7027388;19.01.2022
1640711379.9355245;19.01.2022
1640711419.6466324;19.01.2022
1640711459.9615695;19.01.2022
1640711502.2059135;19.01.2022
1640711540.6660092;19.01.2022
1640711580.0380192;19.01.2022
1640711619.7743027;19.01.2022
1640711659.7349203;19.01.2022
1640711699.9419103;19.01.2022
1640711740.0874164;19.01.2022
1640711783.2472017;19.01.2022
1640711821.2049534;19.01.2022
1640711860.1429863;19.01.2022
1640711899.9767604;19.01.2022
1640711940.1641982;19.01.2022
1640711979.8581302;19.01.2022
1640712020.1505587;19.01.2022
1640712103.3568778;19.01.2022
1640712140.7901082;19.01.2022
1640712180.3467572;19.01.2022
1640712220.1719742;19.01.2022
1640712260.0315638;19.01.2022
1640712300.2682507;19.01.2022
1640712340.1974258;19.01.2022
1640712381.701508;27.01.2022
1640712420.8188286;27.01.2022
1640712459.8727884;27.01.2022
1640712500.4614582;27.01.2022
1640712540.4405015;27.01.2022
1640712580.5679712;27.01.2022
1640712619.901043;27.01.2022
1640712661.33012;27.01.2022
1640712700.1987135;27.01.2022
1640712740.2969403;27.01.2022
1640712780.1589236;27.01.2022
1640712820.2062187;27.01.2022
1640712860.2019782;27.01.2022
1640712900.0038755;27.01.2022
1640712983.0110254;27.01.2022
1640713020.7500167;27.01.2022
1640713060.343123;27.01.2022
1640713100.4150105;27.01.2022
1640713140.0415814;27.01.2022
1640713180.4309998;27.01.2022
1640713220.2315912;27.01.2022
1640713261.3070867;26.01.2022
1640713301.7442207;26.01.2022
1640713340.6442142;26.01.2022
1640713380.4660833;26.01.2022
1640713420.4525867;26.01.2022
1640713460.3318975;26.01.2022
1640713500.2890177;26.01.2022
1640713540.3495917;26.01.2022
1640713583.0603662;19.01.2022
1640713620.9629579;19.01.2022
1640713660.2188623;19.01.2022
1640713700.670017;19.01.2022
1640713740.329046;19.01.2022
1640713780.179484;19.01.2022
1640713820.402022;19.01.2022
1640713860.822021;19.01.2022
1640713944.2356126;29.12.2021
1640713980.375999;29.12.2021
1640714020.8602788;29.12.2021
1640714060.3052526;29.12.2021
1640714100.5260978;29.12.2021
1640714140.7844179;29.12.2021
1640714181.1331487;19.01.2022
1640714222.0331268;19.01.2022
1640714260.5121357;19.01.2022
1640714300.294241;19.01.2022
1640714340.5592005;19.01.2022
1640714380.327232;19.01.2022
1640714420.4778917;19.01.2022
1640714461.9688036;27.01.2022
1640714500.7753897;27.01.2022
1640714540.6229866;27.01.2022
1640714580.5568898;27.01.2022
1640714620.745911;27.01.2022
1640714660.2592037;27.01.2022
1640714700.7531202;27.01.2022
1640714783.9351501;13.01.2022
1640714821.280006;13.01.2022
1640714860.7961397;13.01.2022
1640714900.8947525;13.01.2022
1640714940.6426404;13.01.2022
1640714980.7892058;13.01.2022
1640715021.1389194;13.01.2022
1640715060.9346716;13.01.2022
1640715103.6645582;08.02.2022
1640715141.7383122;08.02.2022
1640715180.5382037;08.02.2022
1640715220.5819468;08.02.2022
1640715260.5379884;08.02.2022
1640715300.7710857;08.02.2022
1640715343.4906795;08.02.2022
1640715384.7125921;03.01.2022
1640715422.1945276;03.01.2022
1640715460.94569;03.01.2022
1640715501.0755785;03.01.2022
1640715541.0730531;03.01.2022
1640715580.9354796;03.01.2022
1640715620.9230888;03.01.2022
1640715704.213466;04.01.2022
1640715741.4849606;04.01.2022
1640716026.987068;04.01.2022
1640716076.95607;27.01.2022
1640716099.1231754;27.01.2022
1640716159.1762989;27.01.2022
1640716183.657894;27.01.2022
1640716228.071948;27.01.2022
1640716305.2830374;29.12.2021
1640716337.0413032;29.12.2021
1640716374.1658542;29.12.2021
1640716423.0612736;29.12.2021
1640716466.8622174;29.12.2021
1640716563.1763637;29.12.2021
1640716582.4325023;29.12.2021
1640716635.8652368;08.02.2022
1640716672.7752113;08.02.2022
1640716710.6181743;08.02.2022
1640716738.9713132;08.02.2022
1640716778.1573482;08.02.2022
1640716817.4943593;08.02.2022
1640716933.1025572;09.02.2022
1640716949.9975567;09.02.2022
1640716988.2916818;09.02.2022
1640717048.2757988;09.02.2022
1640717102.9558866;09.02.2022
1640717123.993582;09.02.2022
1640717161.9305482;09.02.2022
1640717197.4120922;09.02.2022
1640717240.8984065;15.01.2022
1640717277.5522313;15.01.2022
1640717317.124842;15.01.2022
1640717357.8881583;15.01.2022
1640717398.2230332;15.01.2022
1640717437.857213;15.01.2022
1640717477.0718932;15.01.2022
1640717519.0465481;27.01.2022
1640717561.8635566;27.01.2022
1640717603.0011318;27.01.2022
1640717638.2092342;27.01.2022
1640717680.486037;27.01.2022
1640717737.370661;27.01.2022
1640717759.9126318;27.01.2022
1640717818.9472218;27.01.2022
1640717840.3303967;27.01.2022
1640717891.421468;27.01.2022
1640717924.2804282;27.01.2022
1640717958.9556773;27.01.2022
1640718001.5925744;27.01.2022
1640718037.721685;27.01.2022
1640718403.5995162;09.02.2022
1640718443.580484;09.02.2022
1640718504.9076953;09.02.2022
1640718522.8216312;09.02.2022
1640718559.4062383;09.02.2022
1640718598.7466109;09.02.2022
1640718693.4651184;13.01.2022
1640718723.6367977;13.01.2022
1640718770.0400596;13.01.2022
1640718825.5699465;13.01.2022
1640718845.0099723;13.01.2022
1640718883.3330336;13.01.2022
1640718920.7371902;13.01.2022
1640719036.730098;09.02.2022
1640719053.7340953;09.02.2022
1640719091.0854478;09.02.2022
1640719131.0062604;09.02.2022
1640719171.1699567;09.02.2022
1640719212.0532572;09.02.2022
1640719330.9474175;09.02.2022
1640719348.7412777;09.02.2022
1640719413.854478;09.02.2022
1640719431.5309246;09.02.2022
1640719477.8515854;09.02.2022
1640719508.6669526;09.02.2022
1640719548.1662803;09.02.2022
1640719590.999806;09.02.2022
1640719649.016948;09.02.2022
1640719667.790619;09.02.2022
1640719708.42258;09.02.2022
1640719777.7356846;09.02.2022
1640719792.5144994;09.02.2022
1640719837.8945003;09.02.2022
1640719877.5838792;09.02.2022
1640719915.1939561;09.02.2022
1640719976.9690316;09.02.2022
1640719992.6458664;09.02.2022
1640720031.654126;09.02.2022
1640720094.2250118;09.02.2022
1640720117.7939525;09.02.2022
1640720153.3731794;09.02.2022
1640720234.6872315;09.02.2022
1640720271.5823781;09.02.2022
1640720312.0214052;09.02.2022
1640720352.009253;09.02.2022
1640720391.8050365;09.02.2022
1640720432.380658;09.02.2022
1640720515.6362488;09.02.2022
1640720554.4644399;09.02.2022
1640720592.035153;09.02.2022
1640720631.9962046;09.02.2022
1640720681.111349;09.02.2022
1640720712.6131465;09.02.2022
1640720752.8878887;09.02.2022
1640720794.0601602;25.01.2022
1640720832.5135992;25.01.2022
1640720879.7233565;25.01.2022
1640720917.420355;25.01.2022
1640720952.1563597;25.01.2022
1640720991.7861974;25.01.2022
1640721032.2190528;25.01.2022
1640721114.570634;18.01.2022
1640721154.4768524;18.01.2022
1640721192.1080263;18.01.2022
1640721232.233307;18.01.2022
1640721272.9320552;18.01.2022
1640721312.8208716;18.01.2022
1640721413.3610454;25.01.2022
1640721434.6310408;25.01.2022
1640721492.9650526;25.01.2022
1640721512.7849164;25.01.2022
1640721552.4890432;25.01.2022
1640721594.4920619;25.01.2022
1640721632.2740397;25.01.2022
1640721770.6120822;25.01.2022
1640721814.8770826;25.01.2022
1640721849.1760836;25.01.2022
1640721874.8680856;25.01.2022
1640721940.2801445;25.01.2022
1640722005.164145;09.02.2022
1640722034.4156249;09.02.2022
1640722074.446329;09.02.2022
1640722114.1928973;09.02.2022
1640722154.3323548;09.02.2022
1640722194.364426;09.02.2022
1640722237.1494045;09.02.2022
1640722275.2006867;09.02.2022
1640722314.5435798;09.02.2022
1640722354.290947;09.02.2022
1640722394.9604893;09.02.2022
1640722434.0332475;09.02.2022
1640722474.2355058;09.02.2022
1640722514.2739682;09.02.2022
1640722554.357245;09.02.2022
1640722599.6965115;28.01.2022
1640722657.2041392;28.01.2022
1640722679.0030298;28.01.2022
1640722714.5707788;28.01.2022
1640722775.5141542;28.01.2022
1640722794.3730385;28.01.2022
1640722834.3932788;28.01.2022
1640722874.1945288;28.01.2022
1640722916.538887;28.01.2022
1640722954.246644;28.01.2022
1640722995.1326408;28.01.2022
1640723034.1996155;28.01.2022
1640723074.4846663;28.01.2022
1640723114.819537;28.01.2022
1640723154.6808388;04.02.2022
1640723195.9120023;04.02.2022
1640723234.7578576;04.02.2022
1640723274.4992023;04.02.2022
1640723314.4318938;04.02.2022
1640723354.429051;04.02.2022
1640723394.4800234;04.02.2022
1640723434.6119237;04.02.2022
1640723480.9846509;04.02.2022
1640723515.7029421;04.02.2022
1640723554.6948779;04.02.2022
1640723595.2890434;04.02.2022
1640723635.289882;04.02.2022
1640723676.6546926;04.02.2022
1640723716.7569587;04.02.2022
1640723755.6733024;04.02.2022
1640723798.3655522;21.01.2022
1640723838.6318905;21.01.2022
1640723874.318923;21.01.2022
1640723915.7088554;21.01.2022
1640723981.9241748;21.01.2022
1640723996.5481784;21.01.2022
1640724035.9775965;21.01.2022
1640724075.7363212;21.01.2022
1640724116.5454679;04.02.2022
1640724167.4543593;04.02.2022
1640724195.590724;04.02.2022
1640724236.004018;04.02.2022
1640724276.047136;04.02.2022
1640724315.7901878;04.02.2022
1640724400.2249987;04.02.2022
1640724436.012682;04.02.2022
1640724475.7912867;04.02.2022
1640724516.0019917;04.02.2022
1640724555.582655;04.02.2022
1640724595.9723706;04.02.2022
1640724642.961501;04.02.2022
1640724714.5875413;05.02.2022
1640724729.6855552;05.02.2022
1640724768.5640223;05.02.2022
1640724808.384404;05.02.2022
1640724848.1397746;05.02.2022
1640724888.5925252;05.02.2022
1640724928.5751529;05.02.2022
1640724970.1173425;25.01.2022
1640725009.570873;25.01.2022
1640725049.9806514;25.01.2022
1640725088.8649654;25.01.2022
1640725128.45508;25.01.2022
1640725168.5313025;25.01.2022
1640725208.309746;25.01.2022
1640725249.1403043;25.01.2022
1640725289.0665352;25.01.2022
1640725328.297501;25.01.2022
1640725368.441452;25.01.2022
1640725408.5068822;25.01.2022
1640725448.609855;25.01.2022
1640725488.6333716;25.01.2022
1640725528.3525589;25.01.2022
1640725568.6675081;05.02.2022
1640725614.8454533;05.02.2022
1640725658.708588;05.02.2022
1640725701.1193368;05.02.2022
1640725729.030487;05.02.2022
1640725774.7306204;05.02.2022
1640725808.465828;05.02.2022
1640725848.6214936;05.02.2022
1640725888.7017999;05.02.2022
1640726238.150968;05.01.2022
